match,week,team,opponent,Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal
MKE @ NY,Week 2,MKE,NY,2024-04-13 18:53:32,16,7,8,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 18:55:22,17,7,9,1,1,2,23,1,1,0,1,0,17 Caitlin Duffner,52 Erynn Schroeder,27 Stef Bugasch
MKE @ NY,Week 2,MKE,NY,2024-04-13 19:03:46,18,8,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:06:41,19,8,10,1,0,1,4,1,1,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:11:47,20,8,11,1,0,1,2,1,0,1,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:13:48,21,8,12,1,1,2,10,1,1,0,1,0,05 Rose Glinka,21 Annie Shriver,88 Claire Kelley
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:17:10,22,9,12,0,1,2,7,1,1,0,1,1,22 Alex Ballinger,72 Jacqueline Jarik,97 Eileen Bequette
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:21:28,23,10,12,0,1,1,5,0,0,0,0,1,12 Sydney French,72 Jacqueline Jarik,12 Sydney French
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:26:06,24,11,12,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:28:26,25,11,13,1,1,1,9,0,0,0,0,0,52 Erynn Schroeder,05 Rose Glinka,17 Caitlin Duffner
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:32:18,26,12,13,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:34:10,27,12,14,1,1,1,3,0,0,0,0,0,05 Rose Glinka,52 Erynn Schroeder,17 Caitlin Duffner
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:35:42,28,13,14,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:36:52,29,13,15,1,1,3,17,2,2,0,1,1,22 Alex Ballinger,52 Erynn Schroeder,21 Annie Shriver
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:42:46,30,14,15,1,0,1,3,1,1,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:44:32,31,14,16,1,0,3,6,3,3,0,1,1,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:48:17,32,14,17,1,1,1,5,0,0,0,0,0,17 Caitlin Duffner,21 Annie Shriver,17 Caitlin Duffner
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:50:39,33,15,17,0,0,2,3,2,2,1,1,1,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:55:15,34,15,18,1,1,2,13,1,1,0,0,1,27 Stef Bugasch,52 Erynn Schroeder,05 Rose Glinka
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:57:55,35,16,18,0,0,1,1,1,1,0,1,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 20:59:46,36,16,19,1,1,1,3,0,0,0,0,0,52 Erynn Schroeder,97 Eileen Bequette,99 Dana Demmert
MKE @ NY,Week 2,MKE,NY,2024-04-13 21:01:50,37,17,19,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,MKE,NY,2024-04-13 21:04:33,38,17,20,1,0,2,5,2,2,0,0,1,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:18:29,1,0,0,1,0,4,16,4,2,2,1,2,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:28:22,2,0,1,1,1,2,15,1,1,0,0,1,NA,24 Jolie Krebs,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:35:57,3,1,1,0,1,1,7,0,0,0,0,1,88 Nikki Hair,65 Anna Lieberman,62 Casey Banta-Ryan
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:37:07,4,2,1,0,1,3,14,2,1,1,0,3,NA,96 Nina Finley,44 Kayla Seeger
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:41:20,5,3,1,0,1,1,1,0,0,0,0,1,NA,20 Yina Cartagena,31 Eli Presberg
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:44:28,6,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:46:09,7,4,2,1,0,2,6,2,1,1,1,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:50:10,8,4,3,1,0,1,6,1,1,0,0,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 18:52:24,9,4,4,1,0,2,7,2,2,0,1,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:22:04,10,5,4,0,1,2,4,1,1,0,1,1,NA,96 Nina Finley,88 Nikki Hair
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:25:07,11,6,4,0,1,4,15,3,3,1,1,3,33 Valeria Cardenas,20 Yina Cartagena,33 Valeria Cardenas
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:31:03,12,7,4,0,0,1,2,1,1,1,1,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:33:25,13,7,5,1,1,1,7,0,0,0,0,0,02 Jolene Zheng,20 Yina Cartagena,23 Linnea Soo
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:36:35,14,8,5,0,1,2,12,1,1,0,0,2,97 Hannah Glick,20 Yina Cartagena,00 Genny De Jesus
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:39:52,15,9,5,0,0,1,3,1,1,0,0,1,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:42:02,16,9,6,1,0,3,7,3,3,1,1,1,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:44:40,17,9,7,1,1,1,8,0,0,0,0,0,20 Yina Cartagena,33 Valeria Cardenas,00 Genny De Jesus
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:46:30,18,10,7,0,0,1,6,1,1,0,1,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:50:36,19,10,8,1,1,1,7,0,0,0,0,0,20 Yina Cartagena,33 Valeria Cardenas,20 Yina Cartagena
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:52:55,20,11,8,0,1,1,5,0,0,0,0,1,96 Nina Finley,33 Valeria Cardenas,24 Jolie Krebs
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:55:16,21,12,8,0,1,1,4,0,0,0,0,1,62 Casey Banta-Ryan,18 Kylie Sterling,26 Mariabelen Restrepo
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:56:33,22,13,8,0,0,1,3,1,1,0,1,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 19:58:38,23,13,9,1,0,2,14,2,2,0,1,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:01:03,24,13,10,1,0,1,7,1,1,0,0,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:03:11,25,13,11,1,1,1,14,0,0,0,0,0,00 Genny De Jesus,24 Jolie Krebs,00 Genny De Jesus
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:05:59,26,14,11,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:08:28,27,14,12,1,1,1,9,0,0,0,0,0,20 Yina Cartagena,97 Hannah Glick,02 Jolene Zheng
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:10:24,28,15,12,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:11:32,29,15,13,1,1,1,5,0,0,0,0,0,33 Valeria Cardenas,09 Cassandra Brown,33 Valeria Cardenas
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:12:51,30,16,13,0,0,2,10,2,1,1,0,2,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:16:51,31,16,14,0,1,1,8,0,0,0,1,0,31 Eli Presberg,20 Yina Cartagena,00 Genny De Jesus
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:19:05,32,17,14,0,1,3,11,2,2,0,0,3,33 Valeria Cardenas,24 Jolie Krebs,44 Kayla Seeger
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:22:48,33,18,14,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:24:35,34,18,15,1,1,3,19,2,2,0,2,0,24 Jolie Krebs,20 Yina Cartagena,11 Emma Berrigan
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:30:45,35,19,15,0,0,1,3,1,1,0,1,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:33:04,36,19,16,1,1,2,9,1,0,1,0,1,00 Genny De Jesus,20 Yina Cartagena,33 Valeria Cardenas
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:35:29,37,20,16,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:36:38,38,20,17,1,1,1,9,0,0,0,0,0,33 Valeria Cardenas,20 Yina Cartagena,09 Cassandra Brown
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:38:15,39,20,17,0,0,1,15,1,1,0,0,1,NA,NA,NA
MKE @ NY,Week 2,NY,MKE,2024-04-15 20:41:19,40,20,17,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:00:54,1,0,0,1,0,3,11,3,3,0,2,0,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:05:25,2,0,1,1,0,5,10,5,3,2,2,2,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:14:29,3,0,2,1,0,4,9,4,3,1,0,3,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:19:22,4,0,3,1,0,3,10,3,2,1,0,2,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:25:52,5,0,4,1,0,3,6,3,3,0,1,1,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:30:44,6,0,5,1,0,5,18,5,4,1,0,4,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:38:45,7,0,6,1,0,1,4,1,1,0,0,0,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:41:33,8,0,7,1,1,1,8,0,0,0,0,0,32 Mickela Heilicher,99 Dana Demmert,10 Chelsea Twohig
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:45:20,9,1,7,0,0,1,3,1,1,0,0,1,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 21:51:47,10,1,8,1,0,2,9,2,1,1,0,1,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:00:10,11,1,9,1,0,2,14,2,1,1,1,0,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:05:17,12,1,10,1,1,1,2,0,0,0,0,0,32 Mickela Heilicher,10 Chelsea Twohig,97 Eileen Bequette
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:06:52,13,2,10,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:08:20,14,2,11,1,0,1,2,1,0,1,0,0,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:09:44,15,2,12,1,0,9,24,9,7,3,1,7,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:20:41,16,2,13,0,1,6,20,5,2,3,2,3,97 Eileen Bequette,10 Chelsea Twohig,12 Sydney French
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:30:31,17,3,13,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:31:17,18,3,14,1,0,2,3,2,1,1,0,1,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:35:34,19,3,15,1,1,1,8,0,0,0,0,0,22 Alex Ballinger,10 Chelsea Twohig,72 Jacqueline Jarik
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:37:10,20,4,15,0,0,4,10,4,4,0,2,2,NA,NA,NA
MKE @ PHL,Week 2,MKE,PHL,2024-04-16 22:42:35,21,4,16,1,0,1,1,1,1,0,0,1,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 8:24:16,1,0,0,0,1,3,13,2,2,1,2,1,NA,04 Raha Mozaffari,08 Emma Soiles
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 8:38:07,2,1,0,0,1,5,25,4,3,2,1,4,10 Andrea DeSabato,23 Natalie Bova,00 Emilie Mohler
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 8:55:02,3,2,0,0,1,4,9,3,0,3,1,3,13 Kat Harper,21 Linda Morse,08 Emma Soiles
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:02:20,4,3,0,0,0,1,4,1,1,0,0,1,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:05:44,5,3,1,1,1,2,4,1,1,0,1,0,23 Natalie Bova,10 Andrea DeSabato,01 Emily Shields
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:11:07,6,4,1,0,1,3,7,2,1,1,2,1,08 Emma Soiles,21 Linda Morse,18 Sumi Onoe
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:16:24,7,5,1,0,1,5,6,4,2,2,3,2,NA,04 Raha Mozaffari,13 Kat Harper
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:22:58,8,6,1,0,1,1,3,0,0,0,0,1,15 Layne Dodge,21 Linda Morse,08 Emma Soiles
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:25:43,9,7,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:29:33,10,7,2,1,1,2,40,1,1,0,0,1,16 Grace Maroon,03 Rachel Alfano,16 Grace Maroon
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:39:47,11,8,2,0,0,1,6,1,0,1,1,0,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:42:50,12,8,3,0,1,1,9,0,0,0,0,1,00 Emilie Mohler,11 Sara Liang,08 Emma Soiles
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:49:25,13,9,3,0,1,2,4,1,1,0,1,1,04 Raha Mozaffari,05 Lindsay McKenna,13 Kat Harper
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:55:45,14,10,3,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:57:28,15,10,4,1,1,1,3,0,0,0,0,0,16 Grace Maroon,20 Danielle Walsh,09 Sarah Hirannet
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 9:59:44,16,11,4,0,1,1,1,0,0,0,0,1,NA,04 Raha Mozaffari,18 Sumi Onoe
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 10:01:17,17,12,4,0,1,9,19,8,5,4,6,3,NA,11 Sara Liang,21 Linda Morse
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 10:29:23,18,13,4,0,0,1,1,1,1,0,0,1,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 10:33:00,19,13,5,1,0,4,49,4,1,3,1,2,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 11:00:19,20,13,6,1,1,1,2,0,0,0,0,0,04 Raha Mozaffari,21 Linda Morse,15 Layne Dodge
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 11:02:48,21,14,6,0,1,2,8,1,1,0,1,1,04 Raha Mozaffari,13 Kat Harper,24 Casey Gorman
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 11:06:53,22,15,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 11:08:40,23,15,7,1,1,5,27,4,4,0,2,2,09 Sarah Hirannet,01 Emily Shields,16 Grace Maroon
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 11:17:40,24,16,7,0,0,1,2,0,0,0,1,0,05 Lindsay McKenna,NA,NA
MKE @ PHL,Week 2,PHL,MKE,2024-04-15 11:21:58,25,17,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:04,1,0,0,1,1,2,16,1,0,1,0,1,23 Lisa Dang,08 Kathryn Ritzman,19 Allie Wallace
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:11,2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:13,3,1,1,1,1,2,13,1,1,0,1,0,13 Sami Smalling,66 Jackie Wang,07 Kami Groom
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:27,4,2,1,0,1,2,6,1,0,1,0,2,37 Claire Trop,16 Margaret Walker,37 Claire Trop
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:32,5,3,1,0,1,1,5,0,0,0,0,1,26 Jessica Sourbeer,24 Jamie Eriksson,06 Laureen Johnson
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:35,6,4,1,0,1,2,13,1,0,1,0,2,42 Lisi Lohre,00 Emma Jones,15 Florence Brooks
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:42,7,5,1,0,0,2,3,2,1,1,0,2,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 10:56,8,5,2,0,0,2,7,2,1,1,1,1,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:09,9,5,3,0,1,1,6,0,0,0,1,0,36 Carolyn Normile,09 Annalise Peters,01 Ashleigh Jentilet
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:11,10,6,3,0,1,2,11,1,1,0,1,1,66 Jackie Wang,42 Lisi Lohre,15 Florence Brooks
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:16,11,7,3,0,0,2,4,2,1,1,0,2,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:21,12,7,4,1,1,2,7,1,0,1,1,0,26 Jessica Sourbeer,09 Annalise Peters,37 Claire Trop
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:24,13,8,4,0,1,1,10,0,0,0,0,1,13 Sami Smalling,15 Florence Brooks,42 Lisi Lohre
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:29,14,9,4,0,1,2,14,1,0,1,1,1,21 Jess Oh,05 Marie Perivier,21 Jess Oh
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:40,15,10,4,1,1,2,5,1,1,0,1,0,09 Annalise Peters,24 Jamie Eriksson,01 Ashleigh Jentilet
NASH @ DC,Week 2,DC,NASH,4/14/2024 11:57,16,11,4,0,1,1,2,0,0,0,1,0,37 Claire Trop,66 Jackie Wang,07 Kami Groom
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:00,17,12,4,0,1,1,8,0,0,0,1,0,16 Margaret Walker,19 Allie Wallace,08 Kathryn Ritzman
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:05,18,13,4,0,1,4,23,3,3,0,2,2,22 Erin McCann,26 Jessica Sourbeer,06 Laureen Johnson
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:13,19,14,4,0,1,1,3,0,0,0,0,1,13 Sami Smalling,37 Claire Trop,07 Kami Groom
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:15,20,15,4,0,1,2,6,1,1,0,0,2,08 Kathryn Ritzman,21 Jess Oh,05 Marie Perivier
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:19,21,16,4,0,0,2,4,2,2,0,2,0,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:25,22,16,5,0,1,2,7,1,1,0,2,0,NA,13 Sami Smalling,66 Jackie Wang
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:38,23,17,5,0,1,1,7,0,0,0,0,1,37 Claire Trop,16 Margaret Walker,21 Jess Oh
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:40,24,18,5,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:43,25,18,6,1,1,1,3,0,0,0,0,0,07 Kami Groom,04 Ellen Mueller,15 Florence Brooks
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:46,26,19,6,0,1,1,5,0,0,0,0,1,21 Jess Oh,05 Marie Perivier,19 Allie Wallace
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:52,27,20,6,0,1,1,3,0,0,0,0,1,26 Jessica Sourbeer,09 Annalise Peters,06 Laureen Johnson
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:55,28,21,6,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:57,29,21,7,1,1,1,6,0,0,0,0,0,08 Kathryn Ritzman,16 Margaret Walker,05 Marie Perivier
NASH @ DC,Week 2,DC,NASH,4/14/2024 12:59,30,22,7,0,1,1,6,0,0,0,1,0,09 Annalise Peters,26 Jessica Sourbeer,01 Ashleigh Jentilet
NASH @ DC,Week 2,DC,NASH,4/14/2024 13:02,31,23,7,0,0,1,8,1,1,0,1,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 20:32:40,1,0,0,0,0,1,2,1,1,0,0,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 20:37:41,2,0,1,1,1,1,16,0,0,0,0,0,08 Grace Robinson,27 Katharine Gilbert,10 Tori Taylor
NASH @ DC,Week 2,NASH,DC,2024-04-14 20:44:12,3,1,1,0,0,1,5,1,1,0,0,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 20:49:08,4,1,2,1,0,2,7,2,0,2,1,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 20:52:31,5,1,3,1,0,1,4,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 20:54:51,6,1,4,1,0,2,19,2,2,0,0,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 20:59:47,7,1,5,1,1,3,9,2,1,1,1,1,45 Sylvia Brown,21 Elena Rubino,07 Mary Cowart
NASH @ DC,Week 2,NASH,DC,2024-04-14 21:04:55,8,2,5,1,0,3,9,3,2,1,1,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 21:10:47,9,2,6,1,0,2,9,2,2,0,0,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 21:14:32,10,2,7,1,1,3,13,2,2,0,1,1,27 Katharine Gilbert,10 Tori Taylor,22 Rebecca Henley
NASH @ DC,Week 2,NASH,DC,2024-04-14 21:22:35,11,3,7,0,0,1,3,1,1,0,1,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 21:30:40,12,3,8,1,0,1,5,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 21:32:39,13,3,9,1,0,2,8,2,2,0,0,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 21:36:08,14,3,10,0,0,1,19,1,1,0,0,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 22:43:24,15,3,11,1,0,1,4,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 22:45:25,16,3,12,1,0,1,4,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 22:48:07,17,3,13,1,0,4,9,4,4,0,2,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:05:14,18,3,14,1,0,1,3,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:07:16,19,3,15,1,0,2,7,2,1,1,0,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:10:10,20,3,16,1,0,3,16,3,2,1,1,1,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:16:17,21,3,17,1,0,2,8,2,2,0,1,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:22:41,22,3,18,1,0,1,1,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:23:37,23,3,19,1,1,1,10,0,0,0,0,0,20 Noel Holmes,21 Elena Rubino,45 Sylvia Brown
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:25:48,24,4,19,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:27:14,25,4,20,1,0,1,26,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:33:17,26,4,21,1,0,1,6,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:36:15,27,4,22,1,1,1,18,0,0,0,0,0,82 Mary Turner,10 Tori Taylor,08 Grace Robinson
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:40:26,28,5,22,0,0,0,0,0,0,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:41:26,29,5,23,1,0,1,4,1,1,0,0,0,NA,NA,NA
NASH @ DC,Week 2,NASH,DC,2024-04-14 23:43:33,30,5,24,1,0,1,8,1,1,0,1,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 7:23:16,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 7:37:40,2,0,1,1,0,1,14,1,0,1,0,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 8:14:20,3,0,2,1,0,1,19,1,0,1,0,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 8:22:45,4,0,3,1,0,1,3,1,1,0,0,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 8:46:11,5,0,4,1,0,1,3,1,1,0,0,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 8:48:43,6,0,5,1,1,2,10,1,1,0,0,1,10 Mia Griner,31 María Vargas,10 Mia Griner
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 8:54:43,7,1,5,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 15:52:06,8,1,6,1,1,1,6,0,0,0,0,0,26 Morgan Lally,54 Liv Ford,10 Mia Griner
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 15:55:15,9,2,6,0,0,1,9,1,1,0,1,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 16:02:54,10,2,7,1,1,1,11,0,0,0,0,0,03 Alex Krueger,51 Lilli Popovich,13 Hannah Abraham
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 16:31:33,11,3,7,0,0,0,0,0,0,0,0,0,NA,NA,NA
RAL @ ATL,Week 2,ATL,RAL,2024-04-16 16:35:55,12,3,8,1,0,1,4,1,1,0,0,0,NA,NA,NA
